"","title","author","subject","abstract","meta"
"112","Are Language Models More Like Libraries or Like Librarians? Bibliotechnism, the Novel Reference Problem, and the Attitudes of LLMs","Harvey Lederman, Kyle Mahowald","Computation and Language (cs.CL)","Are LLMs cultural technologies like photocopiers or printing presses, which transmit information but cannot create new content? A challenge for this idea, which we call bibliotechnism, is that LLMs often generate entirely novel text. We begin (Part I) with a sustained defense of bibliotechnism against this challenge showing how even entirely novel text may be meaningful only in a derivative sense, and arguing that, in particular, much novel text generated by LLMs is only derivatively meaningful. But we argue (Part II) that bibliotechnism faces a different, novel challenge, stemming from examples in which LLMs generate ""novel reference"", using novel names to refer to novel entities. Such examples could be smoothly explained if LLMs were not cultural technologies but possessed a limited form of agency (beliefs, desires, and intentions). According to interpretationism in the philosophy of mind, a system has beliefs, desires and intentions if and only if its behavior is well explained by the hypothesis that it has such states. So, according to interpretationism, cases of novel reference provide evidence that LLMs have beliefs, desires, and intentions. Given that interpretationism is a live hypothesis about the nature of these states, we suggest that cases of novel reference provide evidence that LLMs do have beliefs, desires, and intentions.","Wed, 10 Jan 2024 00:05:45 UTC (34 KB)[v2] Thu, 15 Feb 2024 22:02:32 UTC (39 KB)"
"113","Autobiographical Notes of a Physicist","N. David Mermin","History and Philosophy of Physics (physics.hist-ph)","I describe aspects of my life in physics: the name I publish under, great physicists I have known, how I got into quantum foundations, what role I've played in it. My form is autobiographical, but my personal experience may illustrate what it was like being a physicist over the past 60 years. I offer some offbeat ways of thinking about some orthodox physics.","Tue, 9 Jan 2024 18:32:59 UTC (17 KB)"
"114","Quantum mechanics without quantum potentials","Adam Brownstein","Quantum Physics (quant-ph)","The issue of non-locality in quantum mechanics can potentially be resolved by considering relativistically covariant diffusion in four-dimensional spacetime. Stochastic particles described by the Klein-Gordon equation are shown to undergo a classical diffusion process in spacetime coordinates, which is seen by transforming the quantum Cauchy-momentum equations to a Lagrangian frame of reference. Since the quantum potential term is removed under this transformation, the equations for momentum propagation along particle trajectories assume a classical form. A local stochastic de Broglie-Bohm interpretation for the Klein-Gordon system can subsequently be derived. We also introduce the concept of momentum equivariance to replace the second-order Bohm-Newton equations of motion, which break down due to non-linear terms of the stochastic Lagrangian derivative.","Mon, 8 Jan 2024 18:51:38 UTC (26 KB)"
"115","A dynamic programming interpretation of quantum mechanics","Adam Brownstein","Quantum Physics (quant-ph)","We introduce a transformation of the quantum phase $S'=S+\frac{\hbar}{2}\log\rho$, which converts the deterministic equations of quantum mechanics into the Lagrangian reference frame of stochastic particles. We show that the quantum potential can be removed from the transformed quantum Hamilton-Jacobi equations if they are solved as stochastic Hamilton-Jacobi-Bellman equations. The system of equations provide a local description of quantum mechanics, which is enabled by the inherently retrocausal nature of stochastic Hamilton-Jacobi-Bellman equations. We also investigate the stochastic transformation of the classical system, where is it shown that quantum mechanics with the quantum potential reduced by a factor of $\frac{1}{2}$ has a classical representation, which may have interesting implications. Finally, we discuss the notion of a subsystem correspondence principle, which constrains the ontology of the total quantum system.","Mon, 8 Jan 2024 18:43:40 UTC (26 KB)"
"116","Proof of the Nernst heat theorem","José-María Martín-Olalla","Classical Physics (physics.class-ph)","The Nernst heat theorem is probed from purely thermodynamic arguments connected with the second law of thermodynamics, and alien to the vanishing of the specific heats, or to the unattainability of the zeroth isotherm. If the proof is accepted the second law of thermodynamics would extend its applicability and the third postulate of thermodynamics would be narrowed to the fact that the entropy of a finite-density, chemically homogeneous body must not be negative. -- -- Se demuestra el teorema de Nernst a partir de argumentos exclusivamente termodinámicos que se extraen del segundo principio, y que son ajenos a la anulación de los calores específicos o a la inaccesibilidad de la isoterma cero. Si se acepta la demostración, entonces el segundo principio extendería su rango de aplicabilidad y el tercer principio quedaría reducido al hecho de que la entropía de un cuerpo de densidad finita y quimicamente homogéneo no puede ser negativa.","Mon, 8 Jan 2024 18:12:45 UTC (8 KB)[v2] Thu, 11 Jan 2024 18:24:36 UTC (12 KB)[v3] Tue, 23 Jan 2024 17:45:34 UTC (13 KB)"
"117","A GL(3) converse theorem via a ""beyond endoscopy'' approach","Valentin Blomer, Wing Hong Leung","Number Theory (math.NT)","We give a new proof of the converse theorem for Maass forms on ${\rm GL}(3)$ using a technique that is inspired by Langlands' philosophy of ""beyond endoscopy"", thereby implementing these ideas for the first time in a higher rank setting.","Mon, 8 Jan 2024 17:22:42 UTC (90 KB)"
"118","A Philosophical Introduction to Language Models -- Part I: Continuity With Classic Debates","Raphaël Millière, Cameron Buckner","Computation and Language (cs.CL)","Large language models like GPT-4 have achieved remarkable proficiency in a broad spectrum of language-based tasks, some of which are traditionally associated with hallmarks of human intelligence. This has prompted ongoing disagreements about the extent to which we can meaningfully ascribe any kind of linguistic or cognitive competence to language models. Such questions have deep philosophical roots, echoing longstanding debates about the status of artificial neural networks as cognitive models. This article -- the first part of two companion papers -- serves both as a primer on language models for philosophers, and as an opinionated survey of their significance in relation to classic debates in the philosophy cognitive science, artificial intelligence, and linguistics. We cover topics such as compositionality, language acquisition, semantic competence, grounding, world models, and the transmission of cultural knowledge. We argue that the success of language models challenges several long-held assumptions about artificial neural networks. However, we also highlight the need for further empirical investigation to better understand their internal mechanisms. This sets the stage for the companion paper (Part II), which turns to novel empirical methods for probing the inner workings of language models, and new philosophical questions prompted by their latest developments.","Mon, 8 Jan 2024 14:12:31 UTC (1,347 KB)"
"119","From the first observations of cosmic rays to the physics of relativistic nuclei","P.I. Zarubin, A.A. Zaitsev","History and Philosophy of Physics (physics.hist-ph)","Research of cosmic rays at the Physical Institute of the USSR Academy of Sciences resulted in the construction of the JINR Synchrophasotron. For this purpose the Electrophysical Laboratory of the USSR Academy of Sciences was founded in 1953, which became part of JINR in 1956 as the High Energy Laboratory. The initial milestones to develop experiments at the Laboratory on the Synchrophasotron are presented. Leaders and key participants in the experiments are highlighted, as well as the lessons and results relevant today.","Sat, 6 Jan 2024 07:25:56 UTC (4,169 KB)"
"120","Reysa Bernson, the unconventional head of the first French planetarium","Yael Naze (Uliege)","History and Philosophy of Physics (physics.hist-ph)","The first modern planetarium was presented in 1923 in Jena, Germany. Very soon in the subsequent years, planetariums were installed in other parts of Europe as well as in America. France, however, got its first planetarium only in 1937, for the World Exhibition organized in Paris. The team that took care of that planetarium was headed by a female amateur astronomer named Reysa Bernson. This choice might seem surprising, but it was not made at random, thanks to her never-ending astronomical activities at that time. This paper aims to bring back memories of this very active amateur astronomer of the 1920s and 1930s, and show the many ways in which astronomy was disseminated a century ago.","Thu, 4 Jan 2024 11:47:28 UTC (1,235 KB)"
"121","U-Trustworthy Models.Reliability, Competence, and Confidence in Decision-Making","Ritwik Vashistha, Arya Farahi","Machine Learning (stat.ML)","With growing concerns regarding bias and discrimination in predictive models, the AI community has increasingly focused on assessing AI system trustworthiness. Conventionally, trustworthy AI literature relies on the probabilistic framework and calibration as prerequisites for trustworthiness. In this work, we depart from this viewpoint by proposing a novel trust framework inspired by the philosophy literature on trust. We present a precise mathematical definition of trustworthiness, termed $\mathcal{U}$-trustworthiness, specifically tailored for a subset of tasks aimed at maximizing a utility function. We argue that a model's $\mathcal{U}$-trustworthiness is contingent upon its ability to maximize Bayes utility within this task subset. Our first set of results challenges the probabilistic framework by demonstrating its potential to favor less trustworthy models and introduce the risk of misleading trustworthiness assessments. Within the context of $\mathcal{U}$-trustworthiness, we prove that properly-ranked models are inherently $\mathcal{U}$-trustworthy. Furthermore, we advocate for the adoption of the AUC metric as the preferred measure of trustworthiness. By offering both theoretical guarantees and experimental validation, AUC enables robust evaluation of trustworthiness, thereby enhancing model selection and hyperparameter tuning to yield more trustworthy outcomes.","Thu, 4 Jan 2024 04:58:02 UTC (398 KB)"
"122","Sheaves of Probability","Owen D. Biesel","Probability (math.PR)","What does it mean for multiple agents' credence functions to be consistent with each other, if the agents have distinct but overlapping sets of evidence? Mathematical philosopher Michael Titelbaum's rule, called Generalized Conditionalization (GC), sensibly requires each pair of agents to acquire identical credences if they updated on each other's evidence. However, GC allows for paradoxical arrangements of agent credences that we would not like to call consistent. We interpret GC as a gluing condition in the context of sheaf theory, and show that if we further assume that the agents' evidence is logically consistent then the sheaf condition is satisfied and the paradoxes are resolved.","Wed, 3 Jan 2024 20:30:42 UTC (8 KB)"
"123","Does the Hamiltonian determine the tensor product structure and the 3d space?","Ovidiu Cristinel Stoica","Quantum Physics (quant-ph)","It was proposed that the tensor product structure of the Hilbert space is uniquely determined by the Hamiltonian's spectrum, for most finite-dimensional cases satisfying certain conditions. I show that any such method would lead to infinitely many tensor product structures. The dimension of the space of solutions grows exponentially with the number of qudits. In addition, even if the result were unique, such a Hamiltonian would not entangle subsystems. These results affect the proposals to recover the 3d space from the Hamiltonian.","Wed, 3 Jan 2024 15:49:52 UTC (8 KB)[v2] Thu, 4 Jan 2024 08:32:25 UTC (9 KB)[v3] Mon, 8 Jan 2024 09:00:35 UTC (9 KB)"
"124","Unification of the MWI formalism and Bohmian mechanics for the ensembles of event universes in Minkowski-like space","Oded Shor, Felix Benninger, Andrei Khrennikov","Quantum Physics (quant-ph)","Diversity of interpretations of quantum mechanics is often considered as a sign of foundational crisis. In this note we proceed towards unification the relational quantum mechanics of Rovelli, Bohmian mechanics, and many worlds interpretation on the basis so called Dendrogramic Holographic Theory (DHT). DHT is based on the representation of observed events by dendrograms (finite trees) presenting observers subjective image of universe. Dendrograms encode the relational hierarchy between events, in applications they are generated by clustering algorithms; an algorithm with the branching index p >1 generate p-adic trees. The infinite p-adic tree represents the ontic event universe. We consider an ensemble of observers performing observations on each other and representing them by p-adic trees. In such observers universe we introduce a kind of Minkowski space structure, which is statistical by its nature. This model unites the observer/system discrepancy. Measurements are performed by observers on observers. Such observers universe is dynamically changing and is background independent since the space itself is emergent. And within this model, we unify the aforementioned interpretations.","Thu, 28 Sep 2023 18:54:52 UTC (1,101 KB)"
"125","Design of a full-filed transmission X-ray microscope with 30nm resolution","Keliang Liao, Qili He, Panyun Li, Maohua Song, Peiping Zhu","Instrumentation and Detectors (physics.ins-det)","A full-field transmission hard X-ray microscope (TXM) with 30nm resolution was designed and its prototype was constructed. The TXM relies on a compact, high stiffness, low heat dissipation and low vibration design philosophy and utilizes Fresnel Zone plate (FZP) as imaging optics. The design of the TXM was introduced in detail, including the optical layout, the parameters of the FZP, the mechanical design of the TXM instrument. Preliminary imaging result with 52nm spatial resolution was achieved.","Wed, 15 Nov 2023 11:35:20 UTC (1,699 KB)"
"126","Understanding and Interpretations of Quantum Mechanics","Dong Luo","History and Philosophy of Physics (physics.hist-ph)","Taking Heisenberg's and Schrodinger's theories of quantum mechanics as his case study, De Regt's contextual theory of understanding argues that recognizing qualitatively characteristic consequences of a theory T without performing exact calculations is a criterion for scientific understanding. From the perspective of this theory of understanding, the task of understanding quantum mechanics seems to have been achieved already or even finished. This appears to disagree with some physicists' attitude to the understanding of quantum mechanics in line with Richard Feynman's famous slogan ""I think I can safely say that nobody really understands quantum mechanics."" Moreover, if the task of understanding quantum mechanics has been finished already, there would be a conflict between the contextual theory of understanding of quantum mechanics and interpretations of quantum mechanics.","Fri, 25 Aug 2023 10:59:30 UTC (247 KB)"
"127","Minimalist Market Design: A Framework for Economists with Policy Aspirations","Tayfun Sönmez","General Economics (econ.GN)","Earlier in my career, prevalent approaches in the emerging field of market design largely represented the experiences and perspectives of leaders who were commissioned to design or reform various institutions. Since being commissioned for a similar task seemed unlikely for me as an aspiring design economist, I developed my own minimalist approach to market design. Using the policy objectives of stakeholders, my approach creates a new institution from the existing one with minimal interference with its elements that compromise the objectives. Minimalist market design initially evolved through my integrated research and policy efforts in school choice from 1997 to 2005 and in kidney exchange from 2003 to 2007. Given its success in school choice and kidney exchange, I systematically followed this approach in many other, often unusual real-world settings. In recent years, my efforts in minimalist market design led to the 2021 reform of the US Army's branching system for its cadets to military specialties, the adoption of reserve systems during the Covid-19 pandemic for vaccine allocation in 15 states and therapies in 2 states, and the deployment of a highly efficient liver exchange system in Türkiye. This same methodology also predicted the rescission of a 1995 Supreme Court judgment in India, resulting in countless litigations and interruptions of public recruitment for 25 years, as well as the mandates of its replacement. In this monograph, I describe the philosophy, evolution, and successful applications of minimalist market design, contrasting it with the mainstream paradigm for the field. In doing so, I also provide a paradigm for economists who want to influence policy and change institutions through their research.","Sat, 30 Dec 2023 19:44:53 UTC (3,029 KB)"
"128","Principle Interference in Technical and Scientific Translation","Mohammad Ibrahim Qani","Computation and Language (cs.CL)","In this article, I will explore the nature of interference in translation, especially in technical and scientific texts, using a descriptivist approach. I will have a brief overview of the historical excursion of interference in technical and scientific translation. My aim is to explain this phenomenon and its causes with all its paradoxes, instead of simply condemning it as an example of supposedly bad translation. Thus, I will focus on its status in the bibliography of translation, on the motives for and consequences of interference in specialized translation, as well as on the nature of the arguments given for and against this phenomenon. Therefore the relationship between different societies has always been possible with the act of translation. When civilizations are examined throughout history, it is seen that the dissemination of knowledge among different societies has been achieved by translation. These societies have often become aware of the advancements in technology and science by means of translation. Therefore; translation becomes very significant in technical contact between societies and humans. Since the translation of technical texts is the preliminary scope of this thesis, it will be beneficial to have a brief look at the history of technical translation in the world.","Sat, 30 Dec 2023 09:04:30 UTC (175 KB)"
"129","The Hamiltonian for Entangled States Cannot Be Additive","Kent A. Peacock","History and Philosophy of Physics (physics.hist-ph)","The assumption that the system Hamiltonian for entangled states is additive is widely used in orthodox quantum no-signalling arguments. It is shown that additivity implies a contradiction with the assumption that the system being studied is entangled.","Sat, 30 Dec 2023 06:39:20 UTC (8 KB)"
"130","Relativity and Quantum Theory: Under the Spell of Today's Paradigms","Stefan Weigert","History and Philosophy of Physics (physics.hist-ph)","Thomas S. Kuhn interprets the development of the (natural) sciences as a specific dynamical process. Periods of piecemeal growth of knowledge based on widely accepted paradigms are interrupted by bursts of revolutionary changes which lead to new paradigms incommensurate with the earlier ones. This process is briefly illustrated by recalling the changes to classical physics brought about by Einstein's theory of relativity on the one hand, and by quantum theory on the other. Both theories represent fundamental paradigms of contemporary physics. They appear unshakable to the working physicist but according to Kuhn their paradigmatic status is of a temporary nature only. Does Kuhn's framework help us to identify potential future revolutions?","Fri, 29 Dec 2023 17:19:03 UTC (551 KB)"
"131","The Arrow of Time in Music -- Revisiting the Temporal Structure of Music with Distinguishability and Unique Orientability as the Anchor Point","Qi Xu","Sound (cs.SD)","Driven by the term ""the arrow of time"" as a general topic, the article develops a musical discussion by referring to the etymological origin of the term: philosophy (epistemology) and physics (thermodynamics). In particular, the article explores two specific conditions: distinguishability and unique orientability, from which the article derives respective musical propositions and case studies. For the distinguishability condition, the article focuses on the ""recurrence"" in music and tries to interpret Bach's Christmas Oratorio from the perspective of ""birth/resurrection"". For the unique orientability condition, the article discusses the process of delaying the climax, thereby proposing ""AB-AAB left-replication"" model, implying an organicist view by treating the temporal structure of music (e.g. form) as the product of a dynamic process: organic growth.","Thu, 28 Dec 2023 10:14:00 UTC (4,784 KB)"
"132","SETI at FAST in China","Tong-Jie Zhang, Bo-Lun Huang, Jian-Kang Li, Zhen-Zhao Tao, Xiao-Hang Luan, Zhi-Song Zhang, Yu-Chen Wang","Earth and Planetary Astrophysics (astro-ph.EP)","Since the commencement of the first SETI observation in 2019, China's Search for Extraterrestrial Intelligence program has garnered momentum through domestic support and international collaborations. Several observations targeting exoplanets and nearby stars have been conducted with the FAST. In 2023, the introduction of the Far Neighbour Project(FNP) marks a substantial leap forward, driven by the remarkable sensitivity of the FAST telescope and some of the novel observational techniques. The FNP seeks to methodically detect technosignatures from celestial bodies, including nearby stars, exoplanetary systems, Milky Way globular clusters, and more. This paper provides an overview of the progress achieved by SETI in China and offers insights into the distinct phases comprising the FNP. Additionally, it underscores the significance of this project's advancement and its potential contributions to the field.","Thu, 28 Dec 2023 06:28:16 UTC (1,636 KB)"
"133","On the Hole Argument and the physical interpretation of General Relativity","Jaume de Haro","History and Philosophy of Physics (physics.hist-ph)","Einstein presented the Hole Argument against General Covariance, understood as invariance with respect to a change of coordinates, as a consequence of his initial failure to obtain covariant equations that, in the weak static limit, contain Newton's law. Fortunately, about two years later, Einstein returned to General Covariance and found these famous equations of gravity. However, the rejection of his Hole Argument carries a totally different vision of space-time. Its substantivalism notion, which is an essential ingredient in Newtonian theory and also in his special theory of relativity, has to be replaced, following Descartes and Leibniz's relationalism, by a set of ""point-coincidences.""","Wed, 27 Dec 2023 11:15:31 UTC (26 KB)[v2] Sun, 11 Feb 2024 09:05:38 UTC (27 KB)"
"134","Understanding News Creation Intents: Frame, Dataset, and Method","Zhengjia Wang, Danding Wang, Qiang Sheng, Juan Cao, Silong Su, Yifan Sun, Beizhe Hu, Siyuan Ma","Computation and Language (cs.CL)","As the disruptive changes in the media economy and the proliferation of alternative news media outlets, news intent has progressively deviated from ethical standards that serve the public interest. News intent refers to the purpose or intention behind the creation of a news article. While the significance of research on news intent has been widely acknowledged, the absence of a systematic news intent understanding framework hinders further exploration of news intent and its downstream applications. To bridge this gap, we propose News INTent (NINT) frame, the first component-aware formalism for understanding the news creation intent based on research in philosophy, psychology, and cognitive science. Within this frame, we define the news intent identification task and provide a benchmark dataset with fine-grained labels along with an efficient benchmark method. Experiments demonstrate that NINT is beneficial in both the intent identification task and downstream tasks that demand a profound understanding of news. This work marks a foundational step towards a more systematic exploration of news creation intents.","Wed, 27 Dec 2023 09:35:23 UTC (1,576 KB)"
"135","Robustness Verification for Knowledge-Based Logic of Risky Driving Scenes","Xia Wang, Anda Liang, Jonathan Sprinkle, Taylor T. Johnson","Artificial Intelligence (cs.AI)","Many decision-making scenarios in modern life benefit from the decision support of artificial intelligence algorithms, which focus on a data-driven philosophy and automated programs or systems. However, crucial decision issues related to security, fairness, and privacy should consider more human knowledge and principles to supervise such AI algorithms to reach more proper solutions and to benefit society more effectively. In this work, we extract knowledge-based logic that defines risky driving formats learned from public transportation accident datasets, which haven't been analyzed in detail to the best of our knowledge. More importantly, this knowledge is critical for recognizing traffic hazards and could supervise and improve AI models in safety-critical systems. Then we use automated verification methods to verify the robustness of such logic. More specifically, we gather 72 accident datasets from this http URL and organize them by state. Further, we train Decision Tree and XGBoost models on each state's dataset, deriving accident judgment logic. Finally, we deploy robustness verification on these tree-based models under multiple parameter combinations.","Wed, 27 Dec 2023 00:13:51 UTC (9,355 KB)"
"136","Multiwavelength Observations of Gamma Ray Bursts","Rahul Gupta","High Energy Astrophysical Phenomena (astro-ph.HE)","Gamma-ray bursts (GRBs) are fascinating sources studied in modern astronomy. They are extremely luminous electromagnetic explosions in the Universe observed from cosmological distances. These unique characteristics provide a marvellous chance to study the evolution of massive stars and probe the rarely explored early Universe. In addition, the central source's compactness and the high bulk Lorentz factor in GRB's ultra-relativistic jets make them efficient laboratories for studying high-energy astrophysics. GRBs are the only astrophysical sources observed in two distinct signals: gravitational and electromagnetic waves. GRBs are believed to be produced from a ""fireball"" moving at a relativistic speed, launched by a fast-rotating black hole or magnetar. GRBs emit radiation in two phases: the initial gamma/hard X-rays prompt emission, the duration of which ranges from a few seconds to hours, followed by the multi-wavelength and long-lived afterglow phase. Based on the observed time frame of GRB prompt emission, astronomers have generally categorized GRBs into two groups: long (> 2 s) and short (< 2 s) bursts. Despite the discovery of GRBs in the late 1960s, their origin is still a great mystery. There are several open questions related to GRBs, such as: What powers the GRBs jets/central engine? What are the possible progenitors? What is the jet composition? What is the underlying emission process that gives rise to observed radiation? Where and how does the energy dissipation occur in the outflow? How to solve the radiative efficiency problem? What are the possible causes of Dark GRBs and orphan afterglows? How to investigate the local environment of GRBs? etc. In this thesis, we explored some of these open enigmas (progenitor, emission mechanisms, jet composition and environment) using multi-wavelength observations obtained using space and ground-based facilities.","Tue, 26 Dec 2023 10:04:31 UTC (33,121 KB)[v2] Mon, 29 Jan 2024 05:08:25 UTC (33,121 KB)"
"137","Limits and epistemological barriers to the human knowledge of the natural world","J. E. Horvath, R.R. Fernandes, T.P. Idiart","History and Philosophy of Physics (physics.hist-ph)","The goal of this article is to give an overview of the current limitations and epistemological barriers in Science and Scientific Philosophy from a very general point of view. We first list and define the types of knowledge nous, doxa and episteme, and the Subject-Observer and Object(s) of study, to proceed showing the different types of barriers that difficult the knowledge of the physical world: limitations in the language, in the logic of the Subject-Observer. Later, we discriminate between technological barriers, (temporary) limits and absolute epistemic barriers. The last type of limits are presented and discussed in some detail: the quantum of action, Planck's scale and quantum gravity (showing the importance of the trans-Planckian scale for structure formation), the cosmological horizon (a limit to the present observable Universe) and the event horizons (disconnecting the inside of some spacetimes from the rest of the Universe). We argue that physical problems in which absolute barriers seem to determine the end of the attainable knowledge, are in fact amenable to be studied, at least indirectly.","Sun, 24 Dec 2023 19:43:59 UTC (469 KB)"
"138","The non-Abelian Aharonov-Bohm effect","P. A. Horvathy","High Energy Physics - Theory (hep-th)","The scattering of a nucleon beam around a cylinder containing a non-Abelian flux is studied. We confirm all the previsions of Wu and Yang. We consider the generalization to the gauge group $SU(N)$, and derive a classification scheme. Isospin precession is recovered also at the classical limit.","Tue, 26 Dec 2023 17:44:55 UTC (16 KB)"
"139","Remembering Nino Boccara (1931--2018)","Henryk Fukś","History and Philosophy of Physics (physics.hist-ph)","In commemoration of the fifth anniversary since Nino Boccara's departure, this article offers some personal recollections and provides insight into his life and accomplishments. Detailed bibliography of his works is included together with commentary highlighting his major achievements.","Wed, 13 Dec 2023 16:07:52 UTC (5,689 KB)[v2] Thu, 4 Jan 2024 01:56:06 UTC (5,689 KB)"
"140","Fisher's underworld and the behavioral-statistical reliability balance in scientific inference","Ryan Martin","Statistics Theory (math.ST)","That science and other domains are now largely data-driven means virtually unlimited opportunities for statisticians. With great power comes responsibility, so it's imperative that statisticians ensure that the methods being developing to solve these problems are reliable. But reliable in what sense? This question is problematic because different notions of reliability correspond to distinct statistical schools of thought, each with their own philosophy and methodology, often giving different answers in applications. To achieve the goal of reliably solving modern problems, I argue that a balance in the behavioral-statistical priorities is needed. Towards this, I make use of Fisher's ""underworld of probability"" to motivate a new property called invulnerability that, roughly, requires the statistician to avoid the risk of losing money in a long-run sense. Then I go on to make connections between invulnerability and the more familiar behaviorally- and statistically-motivated notions, namely coherence and (frequentist-style) validity.","Fri, 22 Dec 2023 18:47:54 UTC (56 KB)"
"141","A Non-Causal Reconceptualization of Quantum Field Theory","Christopher Thron","General Physics (physics.gen-ph)","Quantum field theory currently has a single standard mathematical characterization (the Standard Model), but no single accepted conceptual framework to interpret the mathematics. Many of these conceptualizations rely on intuitive concepts carried over from classical physics (such as ""particle"" and ""causality""). In this paper, instead of relying on classical concepts we attempt to infer a conceptualization directly from the mathematics. This reconceptualization leads to a physical reinterpretation of the paths involved in the Standard Model's action integral as traces of an accumulative process that occurs within an ""extraverse"", of which our observable spacetime is a single ""slice"". We briefly outline a rigorous mathematical model which validates the physical reinterpretation, and leads to predictions that are potentially verifiable by experiment. We contrast our model with other popular interpretations of quantum mechanics. We describe some of the metaphysical consequences of our proposed perspective. Finally we present some speculations about an alternative approach that could possibly lead to a more satisfying, intuitively-graspable theory.","Mon, 18 Dec 2023 07:16:04 UTC (1,412 KB)"
"142","On the tensorial structure of general covariant quantum systems","Gabriel M.Carral, Iñaki Garay, Francesca Vidotto","General Relativity and Quantum Cosmology (gr-qc)","The definition of a quantum system requires a Hilbert space, a way to define the dynamics, and an algebra of observables. The structure of the observable algebra is related to a tensor product decomposition of the Hilbert space and represents the composition of the system by subsystems. It has been remarked that the Hamiltonian may determine this tensor product structure. Here we observe that this fact may lead to questionable consequences in some cases, and does extend to the more general background-independent case, where the Hamiltonian is replaced by a Hamiltonian constraint. These observations reinforces the idea that specifying the observables and the way they interplay with the dynamics, is essential to define a quantum theory. We also reflect on the general role that system decomposition has in the quantum theory.","Wed, 20 Dec 2023 19:03:23 UTC (28 KB)"
"143","Explainable artificial intelligence approaches for brain-computer interfaces: a review and design space","Param Rajpura, Hubert Cecotti, Yogesh Kumar Meena","Human-Computer Interaction (cs.HC)","This review paper provides an integrated perspective of Explainable Artificial Intelligence techniques applied to Brain-Computer Interfaces. BCIs use predictive models to interpret brain signals for various high-stake applications. However, achieving explainability in these complex models is challenging as it compromises accuracy. The field of XAI has emerged to address the need for explainability across various stakeholders, but there is a lack of an integrated perspective in XAI for BCI (XAI4BCI) literature. It is necessary to differentiate key concepts like explainability, interpretability, and understanding in this context and formulate a comprehensive framework. To understand the need of XAI for BCI, we pose six key research questions for a systematic review and meta-analysis, encompassing its purposes, applications, usability, and technical feasibility. We employ the PRISMA methodology -- preferred reporting items for systematic reviews and meta-analyses to review (n=1246) and analyze (n=84) studies published in 2015 and onwards for key insights. The results highlight that current research primarily focuses on interpretability for developers and researchers, aiming to justify outcomes and enhance model performance. We discuss the unique approaches, advantages, and limitations of XAI4BCI from the literature. We draw insights from philosophy, psychology, and social sciences. We propose a design space for XAI4BCI, considering the evolving need to visualize and investigate predictive model outcomes customised for various stakeholders in the BCI development and deployment lifecycle. This paper is the first to focus solely on reviewing XAI4BCI research articles. This systematic review and meta-analysis findings with the proposed design space prompt important discussions on establishing standards for BCI explanations, highlighting current limitations, and guiding the future of XAI in BCI.","Wed, 20 Dec 2023 13:56:31 UTC (2,676 KB)"
"144","Robust Machine Learning by Transforming and Augmenting Imperfect Training Data","Elliot Creager","Machine Learning (cs.LG)","Machine Learning (ML) is an expressive framework for turning data into computer programs. Across many problem domains -- both in industry and policy settings -- the types of computer programs needed for accurate prediction or optimal control are difficult to write by hand. On the other hand, collecting instances of desired system behavior may be relatively more feasible. This makes ML broadly appealing, but also induces data sensitivities that often manifest as unexpected failure modes during deployment. In this sense, the training data available tend to be imperfect for the task at hand. This thesis explores several data sensitivities of modern machine learning and how to address them. We begin by discussing how to prevent ML from codifying prior human discrimination measured in the training data, where we take a fair representation learning approach. We then discuss the problem of learning from data containing spurious features, which provide predictive fidelity during training but are unreliable upon deployment. Here we observe that insofar as standard training methods tend to learn such features, this propensity can be leveraged to search for partitions of training data that expose this inconsistency, ultimately promoting learning algorithms invariant to spurious features. Finally, we turn our attention to reinforcement learning from data with insufficient coverage over all possible states and actions. To address the coverage issue, we discuss how causal priors can be used to model the single-step dynamics of the setting where data are collected. This enables a new type of data augmentation where observed trajectories are stitched together to produce new but plausible counterfactual trajectories.","Tue, 19 Dec 2023 20:49:28 UTC (28,434 KB)"
"145","Beyond Fairness: Alternative Moral Dimensions for Assessing Algorithms and Designing Systems","Kimi Wenzel, Geoff Kaufman, Laura Dabbish","Computers and Society (cs.CY)","The ethics of artificial intelligence (AI) systems has risen as an imminent concern across scholarly communities. This concern has propagated a great interest in algorithmic fairness. Large research agendas are now devoted to increasing algorithmic fairness, assessing algorithmic fairness, and understanding human perceptions of fairness. We argue that there is an overreliance on fairness as a single dimension of morality, which comes at the expense of other important human values. Drawing from moral psychology, we present five moral dimensions that go beyond fairness, and suggest three ways these alternative dimensions may contribute to ethical AI development.","Tue, 19 Dec 2023 19:54:11 UTC (35 KB)"
